"Listing of the SUBTLEX-GR entries that resulted from the spell-checking process along with their frequency and lexical characteristics." 
"Please refer to the manuscript for a detailed description of the information contained in each column." 
 
 
"ID" "Word" "FREQcount" "CD" "SUBTLEX_WF" "Lg10WF" "SUBTLEX_CD" "Lg10CD" "FREQlow" "FREQupper" "N" "OLD20" "Length" "SUBTLEX_WF_full"
4145 "αλαζόνας" 50 43 2.1588 1.7076 0.7807 1.6435 49 1 1 2.5 8 1.8011
4146 "αλαζονεία" 104 91 4.4903 2.0212 1.6521 1.9638 95 9 1 2.6 9 3.7462
4147 "αλαζονείας" 8 8 0.3454 0.9542 0.1452 0.9542 8 0 0 2.8 10 0.2882
4148 "αλαζόνες" 14 14 0.6045 1.1761 0.2542 1.1761 14 0 2 2.45 8 0.5043
4149 "αλαζονικά" 9 7 0.3886 1.0000 0.1271 0.9031 8 1 3 2.45 9 0.3242
4150 "αλαζονικέ" 3 3 0.1295 0.6021 0.0545 0.6021 2 1 3 2.65 9 0.1081
4151 "Αλαζονικές" 1 1 0.0432 0.3010 0.0182 0.3010 0 1 1 2.5 10 0.0360
4152 "αλαζονική" 17 16 0.7340 1.2553 0.2905 1.2304 17 0 3 2.55 9 0.6124
4153 "αλαζονικό" 28 23 1.2089 1.4624 0.4176 1.3802 21 7 3 2.35 9 1.0086
4154 "αλαζονικοί" 4 4 0.1727 0.6990 0.0726 0.6990 4 0 1 2.7 10 0.1441
4155 "αλαζονικός" 12 12 0.5181 1.1139 0.2179 1.1139 11 1 2 2.4 10 0.4323
4156 "αλαζονικούς" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.85 11 0.0360
4157 "αλαζών" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 0 2 6 0.1081
4158 "αλάθευτο" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.85 8 0.0360
4159 "αλάθητα" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 2 2.1 7 0.0720
4160 "αλάθητη" 4 4 0.1727 0.6990 0.0726 0.6990 4 0 2 2.3 7 0.1441
4161 "αλάθητο" 5 5 0.2159 0.7782 0.0908 0.7782 5 0 2 2.15 7 0.1801
4162 "αλάθητοι" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 2.45 8 0.0360
4163 "αλάθητος" 8 8 0.3454 0.9542 0.1452 0.9542 7 1 2 2.2 8 0.2882
4164 "αλαλαγμό" 3 1 0.1295 0.6021 0.0182 0.3010 2 1 0 2.75 8 0.1081
4165 "αλαλαγμός" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 3 9 0.0360
4166 "αλαλαγμού" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 3.3 9 0.0360
4167 "αλαλάζον" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 2.6 8 0.0360
4168 "αλαλάζουν" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.6 9 0.0360
4169 "αλαλάζων" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 2.55 8 0.0360
4170 "αλαλάξεις" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.6 9 0.0360
4171 "άλαλη" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 2 1.85 5 0.1081
4172 "αλαλία" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 1.85 6 0.0360
4173 "Αλαλιάζει" 1 1 0.0432 0.3010 0.0182 0.3010 0 1 0 2.65 9 0.0360
4174 "άλαλο" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 3 1.55 5 0.1081
4175 "άλαλοι" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 4 1.7 6 0.0360
4176 "άλαλον" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 3 1.75 6 0.0360
4177 "άλαλος" 4 4 0.1727 0.6990 0.0726 0.6990 4 0 6 1.6 6 0.1441
4178 "άλαλου" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 5 1.55 6 0.0360
4179 "αλαμπουρνέζικα" 18 13 0.7772 1.2788 0.2360 1.1461 17 1 0 6 14 0.6484
4180 "Αλάνα" 58 22 2.5042 1.7709 0.3994 1.3617 16 42 6 1.55 5 2.0892
4181 "αλάνες" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 3 1.8 6 0.0360
4182 "αλάνθαστα" 4 3 0.1727 0.6990 0.0545 0.6021 4 0 2 2.8 9 0.1441
4183 "αλάνθαστη" 21 11 0.9067 1.3424 0.1997 1.0792 20 1 2 2.75 9 0.7565
4184 "αλάνθαστο" 34 28 1.4680 1.5441 0.5084 1.4624 28 6 2 2.55 9 1.2247
4185 "αλάνθαστοι" 4 4 0.1727 0.6990 0.0726 0.6990 4 0 2 3.05 10 0.1441
4186 "αλάνθαστος" 8 8 0.3454 0.9542 0.1452 0.9542 8 0 2 2.85 10 0.2882
4187 "αλάνθαστου" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 3.05 10 0.0360
4188 "αλάνι" 7 6 0.3022 0.9031 0.1089 0.8451 7 0 3 1.8 5 0.2522
4189 "αλάνια" 8 8 0.3454 0.9542 0.1452 0.9542 8 0 4 1.65 6 0.2882
4190 "αλανιάρα" 10 8 0.4318 1.0414 0.1452 0.9542 9 1 2 2.3 8 0.3602
4191 "αλανιάρες" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.7 9 0.0360
4192 "αλανιάρη" 2 2 0.0864 0.4771 0.0363 0.4771 1 1 2 2.4 8 0.0720
4193 "αλανιάρικα" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 0 3 10 0.0720
4194 "άλας" 60 22 2.5905 1.7853 0.3994 1.3617 30 30 7 1.3 4 2.1613
4195 "Αλάσκα" 207 90 8.9373 2.3181 1.6340 1.9590 0 207 1 1.85 6 7.4565
4196 "Αλάσκας" 11 10 0.4749 1.0792 0.1816 1.0414 0 11 0 2.1 7 0.3962
4197 "άλατα" 35 26 1.5111 1.5563 0.4720 1.4314 33 2 7 1.4 5 1.2608
4198 "αλάτι" 316 200 13.6435 2.5011 3.6311 2.3032 282 34 2 1.85 5 11.3828
4199 "αλατιέρα" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 0 2.7 8 0.0720
4200 "αλατιέρες" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 0 2.85 9 0.1081
4201 "αλατίζοντας" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.95 11 0.0360
4202 "αλατίζω" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 0 2.75 7 0.0720
4203 "αλατιού" 25 23 1.0794 1.4150 0.4176 1.3802 25 0 0 1.95 7 0.9005
4204 "αλάτισαν" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.65 8 0.0360
4205 "αλατίσεις" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 0 2.6 9 0.0720
4206 "Αλάτισες" 1 1 0.0432 0.3010 0.0182 0.3010 0 1 0 2.3 8 0.0360
4207 "αλάτισμα" 2 1 0.0864 0.4771 0.0182 0.3010 2 0 0 2.7 8 0.0720
4208 "Αλατισμένα" 3 3 0.1295 0.6021 0.0545 0.6021 1 2 2 2.6 10 0.1081
4209 "αλατισμένη" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 2 2.55 10 0.0720
4210 "αλατισμένο" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 2 2.5 10 0.1081
4211 "αλατισμένος" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.65 11 0.0360
4212 "αλατίσουμε" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 0 2.85 10 0.1081
4213 "αλατόνερο" 12 11 0.5181 1.1139 0.1997 1.0792 12 0 0 3.2 9 0.4323
4214 "αλατοπίπερα" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 4.45 11 0.0360
4215 "αλατοπίπερο" 9 8 0.3886 1.0000 0.1452 0.9542 9 0 1 4.6 11 0.3242
4216 "αλατοπιπέρωσες" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 5.9 14 0.0360
4217 "άλατος" 33 18 1.4248 1.5315 0.3268 1.2788 19 14 6 1.6 6 1.1887
4218 "αλατούχο" 8 6 0.3454 0.9542 0.1089 0.8451 7 1 0 2.95 8 0.2882
4219 "αλατωρυχεία" 4 4 0.1727 0.6990 0.0726 0.6990 4 0 0 4.7 11 0.1441
4220 "αλαφιάζεις" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.85 10 0.0360
4221 "αλαφιασμένο" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.95 11 0.0360
4222 "αλαφρόμυαλη" 4 2 0.1727 0.6990 0.0363 0.4771 4 0 1 4.1 11 0.1441
4223 "αλαφροπατούσαν" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 5.45 14 0.0360
4224 "αλάφρωσα" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 2.1 8 0.0360
4225 "αλαφρώσω" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 2.15 8 0.0360
4226 "Αλβανή" 2 2 0.0864 0.4771 0.0363 0.4771 0 2 1 2.05 6 0.0720
4227 "Αλβανία" 60 19 2.5905 1.7853 0.3450 1.3010 0 60 0 1.8 7 2.1613
4228 "Αλβανίας" 21 12 0.9067 1.3424 0.2179 1.1139 0 21 0 2.35 8 0.7565
4229 "Αλβανίδα" 9 3 0.3886 1.0000 0.0545 0.6021 0 9 1 2.6 8 0.3242
4230 "Αλβανικά" 34 6 1.4680 1.5441 0.1089 0.8451 9 25 3 2.3 8 1.2247
4231 "Αλβανική" 4 2 0.1727 0.6990 0.0363 0.4771 0 4 2 2.3 8 0.1441
4232 "Αλβανικής" 2 1 0.0864 0.4771 0.0182 0.3010 0 2 0 2.6 9 0.0720
4233 "Αλβανικό" 12 9 0.5181 1.1139 0.1634 1.0000 3 9 2 2.3 8 0.4323
4234 "Αλβανό" 3 3 0.1295 0.6021 0.0545 0.6021 0 3 1 1.85 6 0.1081
4235 "Αλβανοί" 11 7 0.4749 1.0792 0.1271 0.9031 0 11 1 2.35 7 0.3962
4236 "Αλβανός" 5 2 0.2159 0.7782 0.0363 0.4771 0 5 1 1.95 7 0.1801
4237 "Αλβανούς" 4 2 0.1727 0.6990 0.0363 0.4771 0 4 0 2.6 8 0.1441
4238 "αλβουμίνης" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 3.85 10 0.0360
4239 "άλγεβρα" 36 29 1.5543 1.5682 0.5265 1.4771 32 4 0 2.65 7 1.2968
4240 "άλγεβρας" 5 5 0.2159 0.7782 0.0908 0.7782 4 1 0 2.8 8 0.1801
4241 "αλγεβρικά" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.75 9 0.0360
4242 "αλγεβρικές" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 0 3.45 10 0.0720
4243 "αλγεβρικοί" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 3.5 10 0.0360
4244 "Αλγέρι" 2 1 0.0864 0.4771 0.0182 0.3010 0 2 0 2.15 6 0.0720
4245 "Αλγερία" 27 19 1.1657 1.4472 0.3450 1.3010 0 27 0 1.85 7 0.9726
4246 "Αλγερίας" 2 2 0.0864 0.4771 0.0363 0.4771 0 2 0 2.3 8 0.0720
4247 "Αλγερινά" 1 1 0.0432 0.3010 0.0182 0.3010 0 1 2 2.25 8 0.0360
4248 "Αλγερινή" 1 1 0.0432 0.3010 0.0182 0.3010 0 1 2 2.45 8 0.0360
4249 "αλγερινό" 4 3 0.1727 0.6990 0.0545 0.6021 2 2 3 2.2 8 0.1441
4250 "Αλγερινοί" 1 1 0.0432 0.3010 0.0182 0.3010 0 1 0 2.55 9 0.0360
4251 "Αλγερινούς" 7 5 0.3022 0.9031 0.0908 0.7782 0 7 0 2.85 10 0.2522
4252 "Αλγερινών" 1 1 0.0432 0.3010 0.0182 0.3010 0 1 0 2.8 9 0.0360
4253 "άλγη" 28 7 1.2089 1.4624 0.1271 0.9031 28 0 7 1.6 4 1.0086
4254 "αλγοριθμικές" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 3.7 12 0.0360
4255 "αλγοριθμική" 2 2 0.0864 0.4771 0.0363 0.4771 1 1 1 3.05 11 0.0720
4256 "Αλγοριθμικής" 1 1 0.0432 0.3010 0.0182 0.3010 0 1 1 3.7 12 0.0360
4257 "αλγοριθμικό" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 1 3.15 11 0.0720
4258 "αλγόριθμο" 33 26 1.4248 1.5315 0.4720 1.4314 32 1 0 2.7 9 1.1887
4259 "αλγόριθμοι" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 3 2.8 10 0.0720
4260 "αλγόριθμος" 16 14 0.6908 1.2304 0.2542 1.1761 16 0 3 2.55 10 0.5763
4261 "αλγορίθμου" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 2.6 10 0.0360
4262 "αλγόριθμου" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 2.6 10 0.0360
4263 "αλγορίθμους" 5 5 0.2159 0.7782 0.0908 0.7782 5 0 0 2.7 11 0.1801
4264 "αλγόριθμους" 6 6 0.2591 0.8451 0.1089 0.8451 6 0 0 2.7 11 0.2161
4265 "αλγορίθμων" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 0 2.95 10 0.1081
4266 "αλγόριθμων" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.95 10 0.0360
4267 "άλγος" 6 5 0.2591 0.8451 0.0908 0.7782 6 0 4 1.7 5 0.2161
4268 "αλέ" 3 1 0.1295 0.6021 0.0182 0.3010 2 1 16 1 3 0.1081
4269 "αλέα" 6 5 0.2591 0.8451 0.0908 0.7782 5 1 6 1.5 4 0.2161
4270 "Αλέγκρα" 89 7 3.8426 1.9542 0.1271 0.9031 0 89 2 2.7 7 3.2059
4271 "Αλέγκρε" 3 2 0.1295 0.6021 0.0363 0.4771 0 3 2 2.8 7 0.1081
4272 "Αλέγκρο" 12 3 0.5181 1.1139 0.0545 0.6021 2 10 2 2.8 7 0.4323
4273 "αλέες" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 3 1.8 5 0.0360
4274 "άλεθα" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 3 1.8 5 0.0360
4275 "άλεθε" 4 4 0.1727 0.6990 0.0726 0.6990 4 0 3 1.8 5 0.1441
4276 "αλέθει" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 2 1.8 6 0.0720
4277 "αλέθεις" 4 4 0.1727 0.6990 0.0726 0.6990 4 0 3 1.8 7 0.1441
4278 "αλέθουμε" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 3 1.85 8 0.0360
4279 "αλέθουν" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 1 1.9 7 0.1081
4280 "αλέθουνε" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 2.3 8 0.0360
4281 "αλέθω" 5 5 0.2159 0.7782 0.0908 0.7782 5 0 4 1.8 5 0.1801
4282 "αλείβει" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 3 1.85 7 0.0720
4283 "αλείβεται" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 2.6 9 0.0360
4284 "αλείβω" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 1.9 6 0.0360
4285 "Αλειμμένη" 1 1 0.0432 0.3010 0.0182 0.3010 0 1 0 2.75 9 0.0360
4286 "αλειμμένος" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.8 10 0.0360
4287 "άλειφα" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 1.9 6 0.0360
4288 "αλείφαμε" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 2.25 8 0.0360
4289 "άλειφε" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 4 1.75 6 0.0360
4290 "αλείφει" 2 2 0.0864 0.4771 0.0363 0.4771 1 1 3 1.75 7 0.0720
4291 "αλείφεις" 6 6 0.2591 0.8451 0.1089 0.8451 5 1 2 1.95 8 0.2161
4292 "αλείφονται" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 2.65 10 0.0360
4293 "αλείφουμε" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 2 2.1 9 0.0720
4294 "αλείφουν" 4 4 0.1727 0.6990 0.0726 0.6990 4 0 1 2.3 8 0.1441
4295 "αλειφτούμε" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 0 2.7 10 0.0720
4296 "αλείφω" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 5 1.75 6 0.0360
4297 "αλείψαμε" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 1.85 8 0.0360
4298 "άλειψαν" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 1 1.95 7 0.0720
4299 "Άλειψε" 3 3 0.1295 0.6021 0.0545 0.6021 1 2 4 1.6 6 0.1081
4300 "αλείψει" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 3 1.7 7 0.1081
4301 "αλείψεις" 8 8 0.3454 0.9542 0.1452 0.9542 8 0 2 1.8 8 0.2882
4302 "αλείψετε" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 1 1.95 8 0.0720
4303 "αλείψου" 3 2 0.1295 0.6021 0.0363 0.4771 3 0 0 1.95 7 0.1081
4304 "αλείψουμε" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 2 2.05 9 0.1081
4305 "Αλείψτε" 3 3 0.1295 0.6021 0.0545 0.6021 0 3 1 1.85 7 0.1081
4306 "αλείψω" 16 16 0.6908 1.2304 0.2905 1.2304 16 0 5 1.7 6 0.5763
4307 "αλέκιαστες" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 3.1 10 0.0360
4308 "αλέκτορα" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.6 8 0.0360
4309 "αλέκτωρ" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.9 7 0.0360
4310 "Αλεξάνδρα" 58 20 2.5042 1.7709 0.3631 1.3222 0 58 2 2.85 9 2.0892
4311 "Αλεξάνδρας" 4 2 0.1727 0.6990 0.0363 0.4771 0 4 1 3 10 0.1441
4312 "Αλέξανδρε" 93 9 4.0153 1.9731 0.1634 1.0000 1 92 2 3 9 3.3500
4313 "Αλεξάνδρεια" 53 24 2.2883 1.7324 0.4357 1.3979 0 53 0 3.75 11 1.9091
4314 "Αλεξάνδρειας" 11 8 0.4749 1.0792 0.1452 0.9542 0 11 0 4.05 12 0.3962
4315 "αλεξανδρινά" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 3.9 11 0.0360
4316 "Αλέξανδρο" 35 15 1.5111 1.5563 0.2723 1.2041 0 35 2 2.95 9 1.2608
4317 "Αλέξανδρος" 112 29 4.8357 2.0531 0.5265 1.4771 1 111 3 2.9 10 4.0344
4318 "Αλεξάνδρου" 18 17 0.7772 1.2788 0.3086 1.2553 0 18 1 3.1 10 0.6484
4319 "Αλέξανδρου" 22 10 0.9499 1.3617 0.1816 1.0414 0 22 1 3.1 10 0.7925
4320 "Αλεξανδρούπολη" 2 1 0.0864 0.4771 0.0182 0.3010 0 2 0 6.1 14 0.0720
4321 "Αλέξη" 2 1 0.0864 0.4771 0.0182 0.3010 0 2 1 1.85 5 0.0720
4322 "Αλέξης" 10 3 0.4318 1.0414 0.0545 0.6021 0 10 1 1.85 6 0.3602
4323 "Αλεξία" 3 2 0.1295 0.6021 0.0363 0.4771 1 2 2 1.9 6 0.1081
4324 "αλεξικέραυνα" 2 1 0.0864 0.4771 0.0182 0.3010 2 0 1 5.4 12 0.0720
4325 "αλεξικέραυνο" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 1 5.4 12 0.0720
4326 "Αλέξιο" 3 1 0.1295 0.6021 0.0182 0.3010 0 3 2 1.85 6 0.1081
4327 "Αλεξίου" 6 1 0.2591 0.8451 0.0182 0.3010 0 6 1 1.9 7 0.2161
4328 "αλεξίπτωτα" 44 36 1.8997 1.6532 0.6536 1.5682 40 4 1 3.8 10 1.5849
4329 "αλεξιπτωτιστές" 36 21 1.5543 1.5682 0.3813 1.3424 28 8 1 5 14 1.2968
4330 "αλεξιπτωτιστή" 8 4 0.3454 0.9542 0.0726 0.6990 7 1 0 4.75 13 0.2882
4331 "αλεξιπτωτιστής" 24 9 1.0362 1.3979 0.1634 1.0000 18 6 1 4.95 14 0.8645
4332 "αλεξιπτωτίστρια" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 5.85 15 0.0360
4333 "Αλεξιπτωτιστών" 15 12 0.6476 1.2041 0.2179 1.1139 6 9 0 5.15 14 0.5403
4334 "αλεξίπτωτο" 123 79 5.3106 2.0934 1.4343 1.9031 122 1 1 3.75 10 4.4306
4335 "αλεξιπτώτου" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 4.05 11 0.0360
4336 "αλεξίπτωτων" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 4.1 11 0.0360
4337 "αλεξίσφαιρα" 47 38 2.0292 1.6812 0.6899 1.5911 45 2 2 3.5 11 1.6930
4338 "αλεξίσφαιρες" 4 3 0.1727 0.6990 0.0545 0.6021 3 1 1 3.85 12 0.1441
4339 "αλεξίσφαιρη" 9 8 0.3886 1.0000 0.1452 0.9542 9 0 2 3.7 11 0.3242
4340 "αλεξίσφαιρο" 100 92 4.3176 2.0043 1.6703 1.9685 92 8 2 3.4 11 3.6022
4341 "Αλεξίσφαιροι" 6 2 0.2591 0.8451 0.0363 0.4771 1 5 2 3.85 12 0.2161
4342 "αλεξίσφαιρος" 9 9 0.3886 1.0000 0.1634 1.0000 8 1 3 3.55 12 0.3242
4343 "αλεξίσφαιρου" 5 4 0.2159 0.7782 0.0726 0.6990 5 0 2 3.6 12 0.1801
4344 "αλεξίσφαιρους" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 4.2 13 0.0360
4345 "αλεπότρυπα" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 0 4.3 10 0.0720
4346 "αλεπού" 235 90 10.1462 2.3729 1.6340 1.9590 159 76 0 1.95 6 8.4651
4347 "αλεπούδες" 38 27 1.6407 1.5911 0.4902 1.4472 27 11 0 2.85 9 1.3688
4348 "αλεπούδων" 11 7 0.4749 1.0792 0.1271 0.9031 7 4 0 3.4 9 0.3962
4349 "αλεπούς" 34 25 1.4680 1.5441 0.4539 1.4150 18 16 0 1.9 7 1.2247
4350 "αλερετούρ" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 3.95 9 0.0360
4351 "άλεσα" 5 3 0.2159 0.7782 0.0545 0.6021 5 0 5 1.6 5 0.1801
4352 "αλέσατε" 3 1 0.1295 0.6021 0.0182 0.3010 3 0 1 1.85 7 0.1081
4353 "άλεσε" 20 6 0.8635 1.3222 0.1089 0.8451 20 0 5 1.55 5 0.7204
4354 "αλέσει" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 4 1.65 6 0.0720
4355 "αλέσεις" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 5 1.6 7 0.0360
4356 "άλεσες" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 4 1.55 6 0.0360
4357 "αλέσεως" 7 6 0.3022 0.9031 0.1089 0.8451 7 0 2 1.85 7 0.2522
4358 "άλεσης" 5 4 0.2159 0.7782 0.0726 0.6990 5 0 4 1.8 6 0.1801
4359 "άλεσμα" 5 5 0.2159 0.7782 0.0908 0.7782 5 0 0 1.9 6 0.1801
4360 "αλεσμένα" 4 4 0.1727 0.6990 0.0726 0.6990 4 0 1 2.15 8 0.1441
4361 "Αλεσμένο" 1 1 0.0432 0.3010 0.0182 0.3010 0 1 1 1.9 8 0.0360
4362 "αλεσμένου" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.4 9 0.0360
4363 "αλέσουμε" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 2 1.85 8 0.1081
4364 "αλέστε" 6 3 0.2591 0.8451 0.0545 0.6021 5 1 2 1.75 6 0.2161
4365 "αλέστηκαν" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.75 9 0.0360
4366 "αλεστούν" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.25 8 0.0360
4367 "αλέσω" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 4 1.75 5 0.1081
4368 "αλέτρι" 7 7 0.3022 0.9031 0.1271 0.9031 7 0 1 2.15 6 0.2522
4369 "αλέτρια" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 2.15 7 0.0360
4370 "άλευρα" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 4 1.75 6 0.0360
4371 "αλεύρι" 78 65 3.3677 1.8976 1.1801 1.8195 69 9 2 1.85 6 2.8097
4372 "αλεύρια" 8 2 0.3454 0.9542 0.0363 0.4771 6 2 1 1.85 7 0.2882
4373 "αλευριού" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 0 2.4 8 0.0720
4374 "αλεύρου" 3 1 0.1295 0.6021 0.0182 0.3010 3 0 2 1.85 7 0.1081
4375 "αλήθεια" 22770 4564 983.1068 4.3574 82.8613 3.6594 13514 9255 3 1.75 7 820.2096
4376 "αληθείας" 3 3 0.1295 0.6021 0.0545 0.6021 2 1 2 1.8 8 0.1081
4377 "αλήθειας" 290 236 12.5209 2.4639 4.2847 2.3747 279 11 2 1.8 8 10.4462
4378 "αλήθειες" 91 86 3.9290 1.9638 1.5614 1.9395 89 2 3 2 8 3.2780
4379 "αληθείς" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 3 1.6 7 0.0720
4380 "αληθές" 23 21 0.9930 1.3802 0.3813 1.3424 21 2 3 1.8 6 0.8285
4381 "Αληθέστατο" 1 1 0.0432 0.3010 0.0182 0.3010 0 1 0 3.95 10 0.0360
4382 "αλήθευα" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 2.35 7 0.0360
4383 "αλήθευε" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 1 2.35 7 0.0720
4384 "αληθεύει" 305 252 13.1685 2.4857 4.5752 2.4031 157 148 1 2.5 8 10.9866
4385 "αληθεύουν" 22 22 0.9499 1.3617 0.3994 1.3617 15 7 1 2.75 9 0.7925
4386 "αληθή" 8 6 0.3454 0.9542 0.1089 0.8451 8 0 2 1.8 5 0.2882
4387 "αληθής" 6 6 0.2591 0.8451 0.1089 0.8451 5 1 3 1.7 6 0.2161
4388 "αληθινά" 987 721 42.6142 2.9948 13.0901 2.8585 900 87 3 2.1 7 35.5532
4389 "αληθινέ" 4 4 0.1727 0.6990 0.0726 0.6990 4 0 3 2.15 7 0.1441
4390 "αληθινές" 215 192 9.2827 2.3345 3.4858 2.2856 200 15 2 2.1 8 7.7446
4391 "αληθινή" 1244 894 53.7104 3.0952 16.2309 2.9518 1145 99 3 2.15 7 44.8107
4392 "αληθινής" 36 31 1.5543 1.5682 0.5628 1.5051 35 1 2 2.15 8 1.2968
4393 "αληθινό" 2028 1338 87.5600 3.3073 24.2919 3.1268 1922 106 3 1.95 7 73.0516
4394 "αληθινοί" 194 175 8.3761 2.2900 3.1772 2.2455 175 19 3 2.2 8 6.9882
4395 "αληθινόν" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 4 2.2 8 0.0360
4396 "αληθινός" 877 644 37.8649 2.9435 11.6921 2.8096 825 52 5 2 8 31.5909
4397 "αληθινότερη" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 3.95 11 0.0360
4398 "αληθινού" 50 45 2.1588 1.7076 0.8170 1.6628 48 2 3 2.15 8 1.8011
4399 "αληθινούς" 102 99 4.4039 2.0128 1.7974 2.0000 98 4 0 2.5 9 3.6742
